date,datetime,total_donors,total_amount,start
2015-10-29,"Thu, 29 Oct 2015 13:35:39 GMT",1104,86301.41,2015-10-27 00:00:00
2015-10-29,"Thu, 29 Oct 2015 13:36:40 GMT",1104,86301.41,2015-10-27 00:00:00
2015-10-29,"Thu, 29 Oct 2015 13:37:41 GMT",1105,86311.41,2015-10-27 00:00:00
2015-10-29,"Thu, 29 Oct 2015 13:38:41 GMT",1105,86311.41,2015-10-27 00:00:00
2015-10-29,"Thu, 29 Oct 2015 13:39:42 GMT",1106,86331.57,2015-10-27 00:00:00
2015-10-29,"Thu, 29 Oct 2015 13:40:43 GMT",1106,86331.57,2015-10-27 00:00:00
2015-10-29,"Thu, 29 Oct 2015 13:41:43 GMT",1108,86376.73000000001,2015-10-27 00:00:00
2015-10-29,"Thu, 29 Oct 2015 13:42:44 GMT",1108,86376.73000000001,2015-10-27 00:00:00
2015-10-29,"Thu, 29 Oct 2015 13:43:45 GMT",1108,86376.73000000001,2015-10-27 00:00:00
2015-10-29,"Thu, 29 Oct 2015 13:44:45 GMT",1108,86376.73000000001,2015-10-27 00:00:00
